respondent;variant_status;mainline;variant;original_developers;common_active_maintainers;motivation;motivation_detail
R2_9;Detached;CloudburstMC/Nukkit;CloudburstMC/Server;none;no;governance;responsiveness
R2_9;Detached;CloudburstMC/Nukkit;CloudburstMC/Server;none;no;legal;nan
R2_9;Detached;CloudburstMC/Nukkit;CloudburstMC/Server;none;no;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;governance;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
nan;nan;nan;nan;nan;nan;technical;nan
nan;nan;nan;nan;nan;nan;legal;nan
nan;nan;nan;nan;nan;nan;others;nan
